geoid,county,state,countystate,L_cc_heatscore,R_heat_worry
13139,Hall County,Georgia,"Hall County, Georgia",83.656,40.085
13141,Hancock County,Georgia,"Hancock County, Georgia",89.006,50.957
13143,Haralson County,Georgia,"Haralson County, Georgia",86.675,34.591
13145,Harris County,Georgia,"Harris County, Georgia",93.919,34.416
13147,Hart County,Georgia,"Hart County, Georgia",85.185,38.891
13149,Heard County,Georgia,"Heard County, Georgia",90.579,37.736
13151,Henry County,Georgia,"Henry County, Georgia",89.219,40.251
13153,Houston County,Georgia,"Houston County, Georgia",94.009,45.694
13155,Irwin County,Georgia,"Irwin County, Georgia",97.997,42.419
13157,Jackson County,Georgia,"Jackson County, Georgia",84.636,40.289
13159,Jasper County,Georgia,"Jasper County, Georgia",89.888,38.464
13161,Jeff Davis County,Georgia,"Jeff Davis County, Georgia",97.072,43.847
13163,Jefferson County,Georgia,"Jefferson County, Georgia",91.735,48.138
13165,Jenkins County,Georgia,"Jenkins County, Georgia",91.23,47.357
13167,Johnson County,Georgia,"Johnson County, Georgia",92.539,45.249
13169,Jones County,Georgia,"Jones County, Georgia",91.558,39.977
13171,Lamar County,Georgia,"Lamar County, Georgia",89.474,39.011
13173,Lanier County,Georgia,"Lanier County, Georgia",97,42.162
13175,Laurens County,Georgia,"Laurens County, Georgia",92.968,46.055
13177,Lee County,Georgia,"Lee County, Georgia",98.847,44.675
13179,Liberty County,Georgia,"Liberty County, Georgia",95.35,47.639
13181,Lincoln County,Georgia,"Lincoln County, Georgia",86.85,39.446
13183,Long County,Georgia,"Long County, Georgia",96.965,46.354
13185,Lowndes County,Georgia,"Lowndes County, Georgia",97.342,45.96
13187,Lumpkin County,Georgia,"Lumpkin County, Georgia",84.999,34.133
13189,McDuffie County,Georgia,"McDuffie County, Georgia",88.024,43.359
13191,McIntosh County,Georgia,"McIntosh County, Georgia",90.033,37.316
13193,Macon County,Georgia,"Macon County, Georgia",94.796,45.301
13195,Madison County,Georgia,"Madison County, Georgia",84.027,39.8
13197,Marion County,Georgia,"Marion County, Georgia",94.19,39.33
13199,Meriwether County,Georgia,"Meriwether County, Georgia",89.074,41.772
13201,Miller County,Georgia,"Miller County, Georgia",98.973,44.798
13205,Mitchell County,Georgia,"Mitchell County, Georgia",98.598,47.344
13207,Monroe County,Georgia,"Monroe County, Georgia",89.578,41.048
13209,Montgomery County,Georgia,"Montgomery County, Georgia",97.482,42.802
13211,Morgan County,Georgia,"Morgan County, Georgia",89.273,37.525
13213,Murray County,Georgia,"Murray County, Georgia",87.77,40.948
13215,Muscogee County,Georgia,"Muscogee County, Georgia",98.846,53.86
13217,Newton County,Georgia,"Newton County, Georgia",88.865,40.596
13219,Oconee County,Georgia,"Oconee County, Georgia",85.886,40.353
13221,Oglethorpe County,Georgia,"Oglethorpe County, Georgia",84.66,40.286
13223,Paulding County,Georgia,"Paulding County, Georgia",85.167,35.329
13225,Peach County,Georgia,"Peach County, Georgia",93.008,47.746
13227,Pickens County,Georgia,"Pickens County, Georgia",82.186,32.509
13229,Pierce County,Georgia,"Pierce County, Georgia",95.147,39.105
13231,Pike County,Georgia,"Pike County, Georgia",90.402,33.565
13233,Polk County,Georgia,"Polk County, Georgia",86.652,36.814
13235,Pulaski County,Georgia,"Pulaski County, Georgia",97.108,46.018
13237,Putnam County,Georgia,"Putnam County, Georgia",90.954,41.672
13239,Quitman County,Georgia,"Quitman County, Georgia",97,41.764
13241,Rabun County,Georgia,"Rabun County, Georgia",78.38,29.216
13243,Randolph County,Georgia,"Randolph County, Georgia",98.559,48.054
13245,Richmond County,Georgia,"Richmond County, Georgia",92.255,46.72
13247,Rockdale County,Georgia,"Rockdale County, Georgia",88.355,47.507
13249,Schley County,Georgia,"Schley County, Georgia",94,37.541
13251,Screven County,Georgia,"Screven County, Georgia",92.98,46.552
13253,Seminole County,Georgia,"Seminole County, Georgia",99,43.713
13255,Spalding County,Georgia,"Spalding County, Georgia",90.348,39.839
13257,Stephens County,Georgia,"Stephens County, Georgia",87,35.825
13259,Stewart County,Georgia,"Stewart County, Georgia",93.146,47.531
13261,Sumter County,Georgia,"Sumter County, Georgia",94.25,46.043
13263,Talbot County,Georgia,"Talbot County, Georgia",93.11,43.064
13265,Taliaferro County,Georgia,"Taliaferro County, Georgia",86.094,42.504
13267,Tattnall County,Georgia,"Tattnall County, Georgia",98.717,48.417
13269,Taylor County,Georgia,"Taylor County, Georgia",93.089,43.004
13271,Telfair County,Georgia,"Telfair County, Georgia",97.835,47.881
13273,Terrell County,Georgia,"Terrell County, Georgia",96.907,46.715
13275,Thomas County,Georgia,"Thomas County, Georgia",97.133,44.133
13277,Tift County,Georgia,"Tift County, Georgia",96.118,46.559
13279,Toombs County,Georgia,"Toombs County, Georgia",98,45.684
13281,Towns County,Georgia,"Towns County, Georgia",78.367,27.372
13283,Treutlen County,Georgia,"Treutlen County, Georgia",95.931,45.227
13285,Troup County,Georgia,"Troup County, Georgia",90.358,43.259
13287,Turner County,Georgia,"Turner County, Georgia",97.999,43.84
13289,Twiggs County,Georgia,"Twiggs County, Georgia",92.676,43.432
13291,Union County,Georgia,"Union County, Georgia",79.935,29.416
13293,Upson County,Georgia,"Upson County, Georgia",89.951,40.654
13295,Walker County,Georgia,"Walker County, Georgia",87.769,33.959
13297,Walton County,Georgia,"Walton County, Georgia",86.976,35.938
13299,Ware County,Georgia,"Ware County, Georgia",97.662,44.92
13301,Warren County,Georgia,"Warren County, Georgia",88.9,43.227
13303,Washington County,Georgia,"Washington County, Georgia",90.08,46.619
13305,Wayne County,Georgia,"Wayne County, Georgia",93.133,45.778
13307,Webster County,Georgia,"Webster County, Georgia",94.131,40.998
13309,Wheeler County,Georgia,"Wheeler County, Georgia",96.088,43.228
13311,White County,Georgia,"White County, Georgia",84.837,32.244
13313,Whitfield County,Georgia,"Whitfield County, Georgia",88.731,39.659
13315,Wilcox County,Georgia,"Wilcox County, Georgia",98.806,43.974
13317,Wilkes County,Georgia,"Wilkes County, Georgia",86.008,44.093
13319,Wilkinson County,Georgia,"Wilkinson County, Georgia",91.594,44.649
13321,Worth County,Georgia,"Worth County, Georgia",97.989,39.33
16001,Ada County,Idaho,"Ada County, Idaho",59.319,45.102
16003,Adams County,Idaho,"Adams County, Idaho",53.696,31.472
16005,Bannock County,Idaho,"Bannock County, Idaho",56.155,39.095
16007,Bear Lake County,Idaho,"Bear Lake County, Idaho",59.957,27.693
16009,Benewah County,Idaho,"Benewah County, Idaho",43.998,31.743
16011,Bingham County,Idaho,"Bingham County, Idaho",58.673,33.128
16013,Blaine County,Idaho,"Blaine County, Idaho",43.007,32.717
16015,Boise County,Idaho,"Boise County, Idaho",54.292,33.304
16017,Bonner County,Idaho,"Bonner County, Idaho",43.81,27.921
16019,Bonneville County,Idaho,"Bonneville County, Idaho",58.457,37.954
16021,Boundary County,Idaho,"Boundary County, Idaho",41.011,25.419
16023,Butte County,Idaho,"Butte County, Idaho",50,26.524
16025,Camas County,Idaho,"Camas County, Idaho",44.03,27.3
16027,Canyon County,Idaho,"Canyon County, Idaho",61.376,50.698
16029,Caribou County,Idaho,"Caribou County, Idaho",58.602,30.378
16031,Cassia County,Idaho,"Cassia County, Idaho",56.968,38.045
16033,Clark County,Idaho,"Clark County, Idaho",64.996,36.366
16035,Clearwater County,Idaho,"Clearwater County, Idaho",46.173,32.501
16037,Custer County,Idaho,"Custer County, Idaho",50.528,27.749
16039,Elmore County,Idaho,"Elmore County, Idaho",56.323,43.764
16041,Franklin County,Idaho,"Franklin County, Idaho",64.999,32.311
16043,Fremont County,Idaho,"Fremont County, Idaho",57.074,29.646
16045,Gem County,Idaho,"Gem County, Idaho",60.848,38.594
16047,Gooding County,Idaho,"Gooding County, Idaho",58.679,41.677
16049,Idaho County,Idaho,"Idaho County, Idaho",50.136,32.569
16051,Jefferson County,Idaho,"Jefferson County, Idaho",58.565,30.983
16053,Jerome County,Idaho,"Jerome County, Idaho",56.71,41.386
16055,Kootenai County,Idaho,"Kootenai County, Idaho",44.412,35.08
16057,Latah County,Idaho,"Latah County, Idaho",47.92,34.79
16059,Lemhi County,Idaho,"Lemhi County, Idaho",52.033,26.769
16061,Lewis County,Idaho,"Lewis County, Idaho",48.28,33.974
16063,Lincoln County,Idaho,"Lincoln County, Idaho",51.362,36.422
16065,Madison County,Idaho,"Madison County, Idaho",56.135,30.482
16067,Minidoka County,Idaho,"Minidoka County, Idaho",54.361,38.849
16069,Nez Perce County,Idaho,"Nez Perce County, Idaho",53.418,40.695
16071,Oneida County,Idaho,"Oneida County, Idaho",60.012,29.875
16073,Owyhee County,Idaho,"Owyhee County, Idaho",61.448,43.791
16075,Payette County,Idaho,"Payette County, Idaho",61.061,42.979
16077,Power County,Idaho,"Power County, Idaho",58.707,36.64
16079,Shoshone County,Idaho,"Shoshone County, Idaho",41.145,28.522
16081,Teton County,Idaho,"Teton County, Idaho",58.125,31.881
16083,Twin Falls County,Idaho,"Twin Falls County, Idaho",57.068,38.738
16085,Valley County,Idaho,"Valley County, Idaho",45.358,25.915
16087,Washington County,Idaho,"Washington County, Idaho",59.694,42.085
17001,Adams County,Illinois,"Adams County, Illinois",72.746,30.606
17003,Alexander County,Illinois,"Alexander County, Illinois",92.757,38.354
17005,Bond County,Illinois,"Bond County, Illinois",83.477,32.273
17007,Boone County,Illinois,"Boone County, Illinois",67.688,29.412
17009,Brown County,Illinois,"Brown County, Illinois",78,33.21
17011,Bureau County,Illinois,"Bureau County, Illinois",73.531,28.101
17013,Calhoun County,Illinois,"Calhoun County, Illinois",80.175,26.844
17015,Carroll County,Illinois,"Carroll County, Illinois",67.693,25.808
17017,Cass County,Illinois,"Cass County, Illinois",78.232,33.438
17019,Champaign County,Illinois,"Champaign County, Illinois",79.335,37.346
17021,Christian County,Illinois,"Christian County, Illinois",82.692,28.674
17023,Clark County,Illinois,"Clark County, Illinois",81.479,27.04
17025,Clay County,Illinois,"Clay County, Illinois",85.114,27.792
17027,Clinton County,Illinois,"Clinton County, Illinois",83.938,28.736
17029,Coles County,Illinois,"Coles County, Illinois",81.079,30.028
17031,Cook County,Illinois,"Cook County, Illinois",68.215,40.229
17033,Crawford County,Illinois,"Crawford County, Illinois",82.933,28.309
17035,Cumberland County,Illinois,"Cumberland County, Illinois",82.635,27.265
17037,Dekalb County,Illinois,"DeKalb County, Illinois",67.706,31.804
17039,De Witt County,Illinois,"De Witt County, Illinois",79.716,29.358
17041,Douglas County,Illinois,"Douglas County, Illinois",83.271,30.194
17043,Dupage County,Illinois,"DuPage County, Illinois",67.705,33.963
17045,Edgar County,Illinois,"Edgar County, Illinois",80.39,29.941
17047,Edwards County,Illinois,"Edwards County, Illinois",86.054,28.065
17049,Effingham County,Illinois,"Effingham County, Illinois",82.994,26.934
17051,Fayette County,Illinois,"Fayette County, Illinois",82.418,27.801
17053,Ford County,Illinois,"Ford County, Illinois",76.91,27.403
17055,Franklin County,Illinois,"Franklin County, Illinois",86.974,29.115
17057,Fulton County,Illinois,"Fulton County, Illinois",77.026,27.695
17059,Gallatin County,Illinois,"Gallatin County, Illinois",89.731,28.213
17061,Greene County,Illinois,"Greene County, Illinois",81.578,26.531
17063,Grundy County,Illinois,"Grundy County, Illinois",71.198,28.054
17065,Hamilton County,Illinois,"Hamilton County, Illinois",86.927,28.107
17067,Hancock County,Illinois,"Hancock County, Illinois",73.748,25.434
17069,Hardin County,Illinois,"Hardin County, Illinois",89.184,26.868
17071,Henderson County,Illinois,"Henderson County, Illinois",75.568,27.351
17073,Henry County,Illinois,"Henry County, Illinois",73.864,27.834
17075,Iroquois County,Illinois,"Iroquois County, Illinois",74.501,26.88
17077,Jackson County,Illinois,"Jackson County, Illinois",87.456,38.852
17079,Jasper County,Illinois,"Jasper County, Illinois",81.907,27.233
17081,Jefferson County,Illinois,"Jefferson County, Illinois",84.599,34.34
17083,Jersey County,Illinois,"Jersey County, Illinois",82.44,27.391
17085,Jo Daviess County,Illinois,"Jo Daviess County, Illinois",67.121,24.515
17087,Johnson County,Illinois,"Johnson County, Illinois",88.538,29.541
17089,Kane County,Illinois,"Kane County, Illinois",66.193,37.071
17091,Kankakee County,Illinois,"Kankakee County, Illinois",69.416,33.413
17093,Kendall County,Illinois,"Kendall County, Illinois",71.294,29.969
17095,Knox County,Illinois,"Knox County, Illinois",77.024,32.567
17097,Lake County,Illinois,"Lake County, Illinois",58.913,33.827
17099,Lasalle County,Illinois,"LaSalle County, Illinois",73.098,29.879
17101,Lawrence County,Illinois,"Lawrence County, Illinois",84.995,29.787
17103,Lee County,Illinois,"Lee County, Illinois",69.887,28.12
17105,Livingston County,Illinois,"Livingston County, Illinois",75.826,26.281
17107,Logan County,Illinois,"Logan County, Illinois",79.17,30.002
17109,McDonough County,Illinois,"McDonough County, Illinois",76.062,30.432
17111,McHenry County,Illinois,"McHenry County, Illinois",62.65,30.515
17113,McLean County,Illinois,"McLean County, Illinois",75.86,37.282
17115,Macon County,Illinois,"Macon County, Illinois",82.943,36.535
17117,Macoupin County,Illinois,"Macoupin County, Illinois",82.725,26.563
17119,Madison County,Illinois,"Madison County, Illinois",83.619,40.491
17121,Marion County,Illinois,"Marion County, Illinois",86.246,29.585
17123,Marshall County,Illinois,"Marshall County, Illinois",74.081,25.715
17125,Mason County,Illinois,"Mason County, Illinois",77.878,26.788
17127,Massac County,Illinois,"Massac County, Illinois",91.04,31.476
17129,Menard County,Illinois,"Menard County, Illinois",79.981,28.134
17131,Mercer County,Illinois,"Mercer County, Illinois",74.877,26.124
17133,Monroe County,Illinois,"Monroe County, Illinois",87.607,31.148
17135,Montgomery County,Illinois,"Montgomery County, Illinois",81.827,29.246
17137,Morgan County,Illinois,"Morgan County, Illinois",76.655,28.842
17139,Moultrie County,Illinois,"Moultrie County, Illinois",82.182,29.475
17141,Ogle County,Illinois,"Ogle County, Illinois",68.524,29.183
17143,Peoria County,Illinois,"Peoria County, Illinois",76.407,31.772
17145,Perry County,Illinois,"Perry County, Illinois",88.458,31.772
17147,Piatt County,Illinois,"Piatt County, Illinois",81.332,28.932
17149,Pike County,Illinois,"Pike County, Illinois",77.858,27.887
17151,Pope County,Illinois,"Pope County, Illinois",89.713,27.865
17153,Pulaski County,Illinois,"Pulaski County, Illinois",92.579,34.847
17155,Putnam County,Illinois,"Putnam County, Illinois",70.631,28.97
17157,Randolph County,Illinois,"Randolph County, Illinois",87.563,33.267
17159,Richland County,Illinois,"Richland County, Illinois",84.891,27.527
17161,Rock Island County,Illinois,"Rock Island County, Illinois",74.03,32.329
17163,St. Clair County,Illinois,"St. Clair County, Illinois",83.169,44.91
17165,Saline County,Illinois,"Saline County, Illinois",89.462,31.251
17167,Sangamon County,Illinois,"Sangamon County, Illinois",81.032,36.426
17169,Schuyler County,Illinois,"Schuyler County, Illinois",77.961,26.595
17171,Scott County,Illinois,"Scott County, Illinois",77.374,27.066
17173,Shelby County,Illinois,"Shelby County, Illinois",82.103,27.754
17175,Stark County,Illinois,"Stark County, Illinois",74.076,26.003
17177,Stephenson County,Illinois,"Stephenson County, Illinois",67.395,29.658
17179,Tazewell County,Illinois,"Tazewell County, Illinois",77.739,27.534
17181,Union County,Illinois,"Union County, Illinois",88.448,28.603
17183,Vermilion County,Illinois,"Vermilion County, Illinois",79.155,33.994
17185,Wabash County,Illinois,"Wabash County, Illinois",84.136,28.987
17187,Warren County,Illinois,"Warren County, Illinois",77.678,30.401
17189,Washington County,Illinois,"Washington County, Illinois",86.984,27.943
17191,Wayne County,Illinois,"Wayne County, Illinois",85.985,27.835
